time, value
0.005, -0.01999999955
0.045, -0.02999999933
0.085, -0.01999999955
0.125, -0.02999999933
0.165, -0.02999999933
0.205, -0.02999999933
0.245, -0.01999999955
0.285, -0.01999999955
0.325, -0.02999999933
0.365, -0.01999999955
0.405, -0.01999999955
0.445, -0.02999999933
0.485, -0.02999999933
0.525, -0.01999999955
0.564, -0.02999999933
0.604, -0.02999999933
0.644, -0.03999999911
0.684, -0.01999999955
0.724, -0.02999999933
0.764, -0.02999999933
0.804, -0.01999999955
0.844, -0.02999999933
0.884, -0.02999999933
0.924, -0.02999999933
0.964, -0.01999999955
1.004, -0.02999999933
1.044, -0.02999999933
1.084, -0.01999999955
1.124, -0.01999999955
1.164, -0.02999999933
1.204, -0.01999999955
1.244, -0.02999999933
1.284, -0.02999999933
1.324, -0.02999999933
1.364, -0.02999999933
1.404, -0.02999999933
1.444, -0.02999999933
1.484, -0.02999999933
1.524, -0.01999999955
1.564, -0.02999999933
1.604, -0.02999999933
1.644, -0.01999999955
1.684, -0.01999999955
1.724, -0.01999999955
1.764, -0.02999999933
1.804, -0.02999999933
1.844, -0.01999999955
1.884, -0.02999999933
1.924, -0.01999999955
1.964, -0.02999999933
2.004, -0.02999999933
2.044, -0.02999999933
2.084, -0.02999999933
2.124, -0.02999999933
2.164, -0.01999999955
2.204, -0.02999999933
2.244, -0.02999999933
2.284, -0.02999999933
2.324, -0.02999999933
2.364, -0.02999999933
2.404, -0.02999999933
2.444, -0.02999999933
2.484, -0.02999999933
2.524, -0.01999999955
2.564, -0.01999999955
2.604, -0.01999999955
2.643, -0.02999999933
2.683, -0.02999999933
2.723, -0.01999999955
2.763, -0.01999999955
2.803, -0.02999999933
2.843, -0.01999999955
2.883, -0.02999999933
2.923, -0.02999999933
2.963, -0.01999999955
3.003, -0.01999999955
3.043, -0.01999999955
3.083, -0.02999999933
3.123, -0.02999999933
3.163, -0.02999999933
3.203, -0.02999999933
3.243, -0.02999999933
3.283, -0.02999999933
3.323, -0.02999999933
3.363, -0.02999999933
3.403, -0.02999999933
3.443, -0.01999999955
3.483, -0.01999999955
3.523, -0.01999999955
3.563, -0.02999999933
3.603, -0.01999999955
3.643, -0.01999999955
3.683, -0.03999999911
3.723, -0.02999999933
3.763, -0.02999999933
3.803, -0.01999999955
3.843, -0.009999999776
3.883, -0.01999999955
3.923, -0.01999999955
3.963, -0.02999999933
4.003, -0.02999999933
4.043, -0.02999999933
4.083, -0.02999999933
4.123, -0.02999999933
4.163, -0.02999999933
4.203, -0.02999999933
4.243, -0.02999999933
4.283, -0.02999999933
4.323, -0.01999999955
4.363, -0.02999999933
4.403, -0.01999999955
4.443, -0.01999999955
4.483, -0.02999999933
4.523, -0.02999999933
4.563, -0.01999999955
4.603, -0.01999999955
4.642, -0.02999999933
4.682, -0.03999999911
4.722, -0.01999999955
4.762, -0.01999999955
4.802, -0.02999999933
4.842, -0.01999999955
