time, value
0.079, 0.01600000076
0.199, 0.02100000158
0.319, 0.02000000142
0.439, 0.03400000185
0.558, 0.04900000244
0.678, 0.05200000107
0.798, 0.05200000107
0.918, 0.05600000173
1.038, 0.06200000271
1.157, 0.06400000304
1.277, 0.06500000507
1.397, 0.06500000507
1.517, 0.06500000507
1.636, 0.06500000507
1.756, 0.06500000507
1.876, 0.06500000507
1.996, 0.06500000507
2.116, 0.06500000507
2.235, 0.06500000507
2.355, 0.06500000507
2.475, 0.0680000037
2.595, 0.0680000037
2.714, 0.0680000037
2.834, 0.06100000441
2.954, 0.05100000277
3.074, 0.05000000075
3.194, 0.0540000014
3.313, 0.05700000376
3.433, 0.0540000014
3.553, 0.05200000107
3.673, 0.05500000343
3.792, 0.05800000206
3.912, 0.06200000271
4.032, 0.06100000441
4.152, 0.06200000271
4.271, 0.05600000173
4.391, 0.05700000376
4.511, 0.05500000343
4.631, 0.05600000173
4.751, 0.0540000014
4.87, 0.05200000107
4.99, 0.04200000316
5.11, 0.03200000152
5.23, 0.03000000119
5.349, 0.03400000185
5.469, 0.0380000025
5.589, 0.03600000218
5.709, 0.0380000025
5.829, 0.0390000008
5.948, 0.04200000316
6.068, 0.04100000113
6.188, 0.0390000008
6.308, 0.03700000048
6.427, 0.00800000038
6.547, 0.06700000167
6.667, 0.08200000226
6.787, 0.06400000304
6.907, 0.04000000283
7.026, 0.01700000092
7.146, 0.01600000076
7.266, 0.01600000076
7.386, 0.01600000076
7.506, 0.0150000006
7.625, 0.01600000076
7.745, 0.01600000076
7.865, 0.01600000076
7.985, 0.01600000076
8.104, 0.01600000076
8.224, 0.01600000076
8.344, 0.01600000076
8.464, 0.01600000076
8.584, 0.01600000076
8.703, 0.01600000076
8.823, 0.01600000076
8.943, 0.01600000076
9.063, 0.0150000006
9.182, 0.01600000076
9.302, 0.01600000076
9.422, 0.01600000076
9.542, 0.01600000076
9.662, 0.01600000076
9.781, 0.01600000076
9.901, 0.01600000076
10.021, 0.01600000076
10.141, 0.01600000076
10.261, 0.01600000076
10.38, 0.0150000006
10.5, 0.01600000076
10.62, 0.01600000076
10.74, 0.0150000006
10.86, 0.01600000076
10.979, 0.01600000076
11.099, 0.01600000076
11.219, 0.01600000076
11.339, 0.01600000076
11.458, 0.01600000076
11.578, 0.01600000076
11.698, 0.01600000076
11.818, 0.01600000076
11.938, 0.01600000076
12.057, 0.01600000076
12.177, 0.01600000076
12.297, 0.01600000076
12.417, 0.01600000076
12.536, 0.01600000076
12.656, 0.01600000076
12.776, 0.01600000076
12.896, 0.01600000076
13.015, 0.01600000076
13.135, 0.0150000006
13.255, 0.01600000076
13.375, 0.01600000076
13.495, 0.01600000076
