Start Time, Fri Nov 08 2024 12:57:52 GMT-0600 (Central Standard Time)
Energy calibration,  Offset: 0.5227000117, Slope: 0.4595000148, Quadratic: 0
Live Time (s), 1060.2
Real Time (s), 1066.16
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
468, 215.5687069381, 34
469, 216.0282069529, 51
470, 216.48770696770003, 47
471, 216.94720698250003, 53
472, 217.40670699730003, 31
473, 217.86620701210003, 35
474, 218.32570702690003, 41
475, 218.78520704170003, 36
476, 219.24470705650003, 41
477, 219.70420707130003, 46
478, 220.16370708610003, 47
479, 220.62320710090003, 38
480, 221.08270711570003, 41
481, 221.54220713050003, 46
482, 222.00170714530003, 46
483, 222.46120716010003, 42
484, 222.92070717490003, 49
485, 223.38020718970003, 41
486, 223.83970720450003, 40
487, 224.29920721930003, 32
488, 224.75870723410003, 29
489, 225.21820724890003, 39
490, 225.67770726370003, 46
491, 226.13720727850003, 44
492, 226.59670729330003, 40
493, 227.05620730810003, 39
494, 227.51570732290003, 64
495, 227.97520733770003, 39
496, 228.43470735250003, 40
497, 228.89420736730003, 44
498, 229.35370738210003, 42
499, 229.81320739690003, 44
500, 230.27270741170003, 38
501, 230.73220742650003, 36
502, 231.19170744130003, 47
503, 231.65120745610002, 39
504, 232.11070747090002, 44
505, 232.57020748570002, 40
506, 233.02970750050002, 33
507, 233.48920751530002, 33
508, 233.94870753010002, 32
509, 234.40820754490002, 39
510, 234.86770755970002, 51
511, 235.32720757450002, 46
512, 235.78670758930002, 43
513, 236.24620760410002, 30
514, 236.70570761890002, 51
515, 237.16520763370002, 50
516, 237.62470764850002, 40
517, 238.08420766330002, 40
518, 238.54370767810002, 42
519, 239.00320769290002, 37
520, 239.46270770770002, 40
521, 239.92220772250002, 36
522, 240.38170773730002, 37
523, 240.84120775210002, 54
524, 241.30070776690002, 48
525, 241.76020778170002, 39
526, 242.21970779650002, 42
527, 242.67920781130002, 41
528, 243.13870782610002, 49
529, 243.59820784090002, 45
530, 244.05770785570002, 41
531, 244.51720787050002, 49
532, 244.97670788530002, 55
533, 245.43620790010002, 47
534, 245.89570791490002, 47
535, 246.35520792970001, 53
536, 246.81470794450001, 44
537, 247.2742079593, 43
538, 247.7337079741, 48
539, 248.1932079889, 42
540, 248.6527080037, 45
541, 249.1122080185, 36
542, 249.5717080333, 42
543, 250.0312080481, 55
544, 250.4907080629, 36
545, 250.9502080777, 50
546, 251.4097080925, 48
547, 251.8692081073, 42
548, 252.3287081221, 29
549, 252.7882081369, 36
550, 253.2477081517, 37
551, 253.7072081665, 43
552, 254.1667081813, 44
553, 254.6262081961, 47
554, 255.0857082109, 54
555, 255.54520822570004, 50
556, 256.0047082405, 42
557, 256.46420825530004, 37
558, 256.9237082701, 46
559, 257.38320828490004, 46
560, 257.8427082997, 52
561, 258.30220831450004, 47
562, 258.7617083293, 53
563, 259.22120834410003, 44
564, 259.6807083589, 37
565, 260.14020837370003, 52
566, 260.5997083885, 36
567, 261.05920840330003, 55
568, 261.5187084181, 45
569, 261.97820843290003, 59
570, 262.4377084477, 48
571, 262.89720846250003, 50
572, 263.3567084773, 57
573, 263.81620849210003, 45
574, 264.2757085069, 53
575, 264.73520852170003, 60
576, 265.1947085365, 64
577, 265.65420855130003, 63
578, 266.1137085661, 72
579, 266.57320858090003, 67
580, 267.0327085957, 58
581, 267.49220861050003, 73
582, 267.9517086253, 59
583, 268.4112086401, 57
584, 268.8707086549, 57
585, 269.3302086697, 57
586, 269.7897086845, 66
587, 270.2492086993, 62
588, 270.7087087141, 64
589, 271.1682087289, 58
590, 271.6277087437, 57
591, 272.0872087585, 70
592, 272.5467087733, 61
593, 273.0062087881, 52
594, 273.4657088029, 58
595, 273.9252088177, 58
596, 274.3847088325, 65
597, 274.8442088473, 50
598, 275.30370886210005, 63
599, 275.7632088769, 62
600, 276.22270889170005, 56
601, 276.6822089065, 50
602, 277.14170892130005, 40
603, 277.6012089361, 43
604, 278.06070895090005, 57
605, 278.5202089657, 43
606, 278.97970898050005, 59
607, 279.4392089953, 54
608, 279.89870901010005, 64
609, 280.3582090249, 51
610, 280.81770903970005, 47
611, 281.2772090545, 55
612, 281.73670906930005, 43
613, 282.1962090841, 56
614, 282.65570909890005, 34
615, 283.1152091137, 52
616, 283.57470912850005, 39
617, 284.0342091433, 41
618, 284.49370915810005, 45
619, 284.9532091729, 39
620, 285.41270918770005, 49
621, 285.8722092025, 40
622, 286.33170921730004, 37
623, 286.7912092321, 42
624, 287.25070924690004, 31
625, 287.7102092617, 49
626, 288.16970927650004, 37
627, 288.6292092913, 44
628, 289.08870930610004, 39
629, 289.5482093209, 50
630, 290.00770933570004, 44
631, 290.4672093505, 37
632, 290.92670936530004, 43
633, 291.3862093801, 44
634, 291.84570939490004, 56
635, 292.3052094097, 48
636, 292.76470942450004, 40
637, 293.2242094393, 49
638, 293.68370945410004, 38
639, 294.1432094689, 49
640, 294.60270948370004, 44
641, 295.0622094985, 40
642, 295.52170951330004, 58
643, 295.9812095281, 42
644, 296.44070954290004, 51
645, 296.9002095577, 39
646, 297.35970957250004, 46
647, 297.8192095873, 44
648, 298.27870960210004, 49
649, 298.7382096169, 62
650, 299.19770963170004, 64
651, 299.6572096465, 60
652, 300.11670966130004, 59
653, 300.5762096761, 70
654, 301.03570969090003, 56
655, 301.4952097057, 45
656, 301.95470972050003, 67
657, 302.4142097353, 65
658, 302.87370975010003, 55
659, 303.3332097649, 69
660, 303.79270977970003, 72
661, 304.2522097945, 79
662, 304.71170980930003, 74
663, 305.1712098241, 81
664, 305.63070983890003, 67
665, 306.0902098537, 95
666, 306.54970986850003, 72
667, 307.0092098833, 79
668, 307.46870989810003, 83
669, 307.9282099129, 66
670, 308.38770992770003, 79
671, 308.8472099425, 65
672, 309.30670995730003, 68
673, 309.7662099721, 82
674, 310.22570998690003, 68
675, 310.6852100017, 81
676, 311.1447100165, 49
677, 311.6042100313, 69
678, 312.0637100461, 63
679, 312.5232100609, 62
680, 312.9827100757, 76
681, 313.4422100905, 64
682, 313.9017101053, 69
683, 314.36121012010005, 69
684, 314.8207101349, 73
685, 315.28021014970005, 61
686, 315.7397101645, 60
687, 316.19921017930005, 75
688, 316.6587101941, 57
689, 317.11821020890005, 48
690, 317.5777102237, 51
691, 318.03721023850005, 51
692, 318.4967102533, 52
693, 318.95621026810005, 41
694, 319.4157102829, 53
695, 319.87521029770005, 41
696, 320.3347103125, 46
697, 320.79421032730005, 56
698, 321.2537103421, 34
699, 321.71321035690005, 48
700, 322.1727103717, 36
701, 322.63221038650005, 48
702, 323.0917104013, 43
703, 323.55121041610005, 31
704, 324.0107104309, 40
705, 324.47021044570005, 36
706, 324.9297104605, 57
707, 325.38921047530005, 35
708, 325.8487104901, 52
709, 326.30821050490005, 41
710, 326.7677105197, 36
711, 327.22721053450005, 37
712, 327.6867105493, 36
713, 328.14621056410004, 43
714, 328.6057105789, 39
715, 329.06521059370004, 49
716, 329.5247106085, 36
717, 329.98421062330004, 41
718, 330.4437106381, 42
719, 330.90321065290004, 42
720, 331.3627106677, 45
721, 331.82221068250004, 38
722, 332.2817106973, 39
723, 332.74121071210004, 41
724, 333.2007107269, 30
725, 333.66021074170004, 44
726, 334.1197107565, 44
727, 334.57921077130004, 41
728, 335.0387107861, 42
729, 335.49821080090004, 35
730, 335.9577108157, 38
731, 336.41721083050004, 47
732, 336.8767108453, 30
733, 337.33621086010004, 47
734, 337.7957108749, 51
735, 338.25521088970004, 42
736, 338.7147109045, 46
737, 339.17421091930004, 40
738, 339.6337109341, 44
739, 340.09321094890004, 36
740, 340.5527109637, 48
741, 341.01221097850004, 47
742, 341.4717109933, 55
743, 341.93121100810004, 34
744, 342.3907110229, 53
745, 342.85021103770003, 33
746, 343.3097110525, 40
747, 343.76921106730003, 49
748, 344.2287110821, 45
749, 344.68821109690003, 36
750, 345.1477111117, 45
751, 345.60721112650003, 47
752, 346.0667111413, 45
753, 346.52621115610003, 40
754, 346.9857111709, 40
755, 347.44521118570003, 32
756, 347.9047112005, 38
757, 348.36421121530003, 36
758, 348.8237112301, 33
759, 349.28321124490003, 39
760, 349.7427112597, 53
761, 350.20221127450003, 43
762, 350.6617112893, 52
763, 351.12121130410003, 53
764, 351.5807113189, 35
765, 352.04021133370003, 39
766, 352.4997113485, 37
767, 352.9592113633, 47
768, 353.4187113781, 54
769, 353.8782113929, 54
770, 354.33771140770006, 51
771, 354.7972114225, 42
772, 355.25671143730005, 41
773, 355.7162114521, 57
774, 356.17571146690005, 41
775, 356.6352114817, 46
776, 357.09471149650005, 39
777, 357.5542115113, 46
778, 358.01371152610005, 36
779, 358.4732115409, 40
780, 358.93271155570005, 44
781, 359.3922115705, 47
782, 359.85171158530005, 54
783, 360.3112116001, 44
784, 360.77071161490005, 48
785, 361.2302116297, 62
786, 361.68971164450005, 40
787, 362.1492116593, 31
788, 362.60871167410005, 43
789, 363.0682116889, 41
790, 363.52771170370005, 38
791, 363.9872117185, 41
792, 364.44671173330005, 40
793, 364.9062117481, 42
794, 365.36571176290005, 42
795, 365.8252117777, 48
796, 366.28471179250005, 50
797, 366.7442118073, 44
798, 367.20371182210005, 45
799, 367.6632118369, 44
800, 368.12271185170005, 52
801, 368.5822118665, 26
802, 369.04171188130005, 39
803, 369.5012118961, 42
804, 369.96071191090005, 43
805, 370.4202119257, 48
806, 370.87971194050004, 47
807, 371.3392119553, 37
808, 371.79871197010004, 38
809, 372.2582119849, 35
810, 372.71771199970004, 39
811, 373.1772120145, 46
812, 373.63671202930004, 56
813, 374.0962120441, 39
814, 374.55571205890004, 42
815, 375.0152120737, 47
816, 375.47471208850004, 42
817, 375.9342121033, 50
818, 376.39371211810004, 48
819, 376.8532121329, 46
820, 377.31271214770004, 33
821, 377.7722121625, 58
822, 378.23171217730004, 42
823, 378.6912121921, 35
824, 379.15071220690004, 44
825, 379.6102122217, 46
826, 380.06971223650004, 51
827, 380.5292122513, 48
828, 380.98871226610004, 55
829, 381.4482122809, 41
830, 381.90771229570004, 41
831, 382.3672123105, 46
832, 382.82671232530004, 56
833, 383.2862123401, 35
834, 383.74571235490004, 54
835, 384.2052123697, 40
836, 384.66471238450004, 47
837, 385.1242123993, 49
838, 385.58371241410003, 44
839, 386.0432124289, 45
840, 386.50271244370003, 48
841, 386.9622124585, 37
842, 387.42171247330003, 45
843, 387.8812124881, 49
844, 388.34071250290003, 35
845, 388.8002125177, 41
846, 389.25971253250003, 55
847, 389.7192125473, 56
848, 390.17871256210003, 41
849, 390.6382125769, 62
850, 391.09771259170003, 39
851, 391.5572126065, 46
852, 392.01671262130003, 53
853, 392.4762126361, 50
854, 392.93571265090003, 47
855, 393.39521266570006, 49
856, 393.85471268050003, 39
857, 394.31421269530006, 43
858, 394.7737127101, 43
859, 395.23321272490006, 48
860, 395.6927127397, 43
861, 396.15221275450006, 48
862, 396.6117127693, 47
863, 397.07121278410006, 39
864, 397.5307127989, 33
865, 397.99021281370005, 39
866, 398.4497128285, 39
867, 398.90921284330005, 50
868, 399.3687128581, 65
869, 399.82821287290005, 48
870, 400.2877128877, 34
871, 400.74721290250005, 35
872, 401.2067129173, 39
873, 401.66621293210005, 47
874, 402.1257129469, 48
875, 402.58521296170005, 52
876, 403.0447129765, 43
877, 403.50421299130005, 40
878, 403.9637130061, 39
879, 404.42321302090005, 46
880, 404.8827130357, 44
881, 405.34221305050005, 30
882, 405.8017130653, 51
883, 406.26121308010005, 39
884, 406.7207130949, 42
885, 407.18021310970005, 53
886, 407.6397131245, 50
887, 408.09921313930005, 45
888, 408.5587131541, 53
889, 409.01821316890005, 49
890, 409.4777131837, 57
891, 409.93721319850005, 52
892, 410.3967132133, 40
893, 410.85621322810005, 38
894, 411.3157132429, 44
895, 411.77521325770005, 36
896, 412.2347132725, 66
897, 412.69421328730004, 60
898, 413.1537133021, 49
899, 413.61321331690004, 45
900, 414.0727133317, 38
901, 414.53221334650004, 28
902, 414.9917133613, 35
903, 415.45121337610004, 39
904, 415.9107133909, 45
905, 416.37021340570004, 43
906, 416.8297134205, 48
907, 417.28921343530004, 40
908, 417.7487134501, 45
909, 418.20821346490004, 46
910, 418.6677134797, 41
911, 419.12721349450004, 46
912, 419.5867135093, 38
913, 420.04621352410004, 47
914, 420.5057135389, 38
915, 420.96521355370004, 42
916, 421.4247135685, 49
917, 421.88421358330004, 52
918, 422.3437135981, 56
919, 422.80321361290004, 46
920, 423.2627136277, 51
921, 423.72221364250004, 42
922, 424.1817136573, 41
923, 424.64121367210004, 36
924, 425.1007136869, 47
925, 425.56021370170004, 40
926, 426.0197137165, 50
927, 426.47921373130004, 42
928, 426.9387137461, 50
929, 427.39821376090003, 29
930, 427.8577137757, 38
931, 428.31721379050003, 45
932, 428.7767138053, 42
933, 429.23621382010003, 55
934, 429.6957138349, 60
935, 430.15521384970003, 46
936, 430.6147138645, 50
937, 431.07421387930003, 47
938, 431.5337138941, 45
939, 431.99321390890003, 34
940, 432.45271392370006, 70
941, 432.91221393850003, 50
942, 433.37171395330006, 40
943, 433.83121396810003, 33
944, 434.29071398290006, 47
945, 434.75021399770003, 51
946, 435.20971401250006, 48
947, 435.66921402730003, 45
948, 436.12871404210006, 38
949, 436.58821405690003, 51
950, 437.04771407170006, 50
951, 437.5072140865, 52
952, 437.96671410130006, 43
953, 438.4262141161, 45
954, 438.88571413090006, 46
955, 439.3452141457, 44
956, 439.80471416050005, 45
957, 440.2642141753, 62
958, 440.72371419010005, 45
959, 441.1832142049, 49
960, 441.64271421970005, 31
961, 442.1022142345, 44
962, 442.56171424930005, 50
963, 443.0212142641, 30
964, 443.48071427890005, 56
965, 443.9402142937, 38
966, 444.39971430850005, 46
967, 444.8592143233, 49
968, 445.31871433810005, 34
969, 445.7782143529, 44
970, 446.23771436770005, 40
971, 446.6972143825, 47
972, 447.15671439730005, 56
973, 447.6162144121, 46
974, 448.07571442690005, 59
975, 448.5352144417, 42
976, 448.99471445650005, 48
977, 449.4542144713, 50
978, 449.91371448610005, 44
979, 450.3732145009, 61
980, 450.83271451570005, 51
981, 451.2922145305, 48
982, 451.75171454530005, 44
983, 452.2112145601, 48
984, 452.67071457490005, 48
985, 453.1302145897, 65
986, 453.58971460450005, 62
